"","id","Q  Factor 1","Q Factor 2","Q Factor 3","Home Value","Loan Amount","Annual Income","Interest Rate (p.a.)","Term (months)","revenue","predict"
"806",806,"YOUNG SINGLES","MAINSTREAM","MANAGERIAL & EXECS",1529786.73032541,1203046.18867159,166539.614750601,0.0365679158717394,30,30076.1547167899,"DEFAULT"
"807",807,"OLDER COUPLES","MAINSTREAM","SELF EMPLOYED",1746797.90121054,1465011.42019982,194027.574283592,0.0460850367061794,40,36625.2855049955,"None"
"808",808,"OLDER COUPLES","ECONOMICAL","PROFESSIONALS",133799.83819127,106953.547934788,144212.571978301,0.0419132751487196,30,2673.83869836969,"DEFAULT"
"809",809,"OLDER COUPLES","ECONOMICAL","TRADES & SERVICES",1030157.40577392,893645.676022337,66950.7723383307,0.0441264101155102,15,22341.1419005584,"DEFAULT"
"810",810,"YOUNG SINGLES","PRIME","SELF EMPLOYED",579274.178301906,507249.571894899,74054.0178373829,0.0350596997141838,25,12681.2392973725,"DEFAULT"
"811",811,"YOUNG SINGLES","PRIME","TRADES & SERVICES",1566794.88655426,1394481.70368385,126443.508442782,0.0445951657369733,40,34862.0425920963,"None"
"812",812,"YOUNG FAMILIES","PRIME","TRADES & SERVICES",1564248.88883941,1112493.45875262,148094.424037062,0.0350865892954171,10,27812.3364688156,"DEFAULT"
"813",813,"OLDER FAMILIES","MAINSTREAM","SELF EMPLOYED",834348.890059229,722861.422903849,175717.918017767,0.0457311268150806,20,18071.5355725962,"DEFAULT"
"814",814,"OLDER COUPLES","PRIME","TRADES & SERVICES",649856.895239865,512515.818280818,62464.3518428952,0.0473721150830388,20,12812.8954570204,"None"
"815",815,"OLDER FAMILIES","PRIME","TRADES & SERVICES",1778886.25159766,1520630.58634274,52423.4674828723,0.041110847659409,40,38015.7646585685,"DEFAULT"
"816",816,"OLDER FAMILIES","PRIME","TRADES & SERVICES",527759.505372118,418102.379764384,125413.192401417,0.048906065184623,15,10452.5594941096,"None"
"817",817,"OLDER COUPLES","PRIME","SELF EMPLOYED",862211.261727782,706919.293079686,60228.383958295,0.041912428483367,10,17672.9823269921,"DEFAULT"
"818",818,"YOUNG COUPLES","PRIME","MANAGERIAL & EXECS",2017262.57229304,1755873.45143844,121986.384386711,0.0390837855897844,30,43896.8362859609,"DEFAULT"
"819",819,"YOUNG SINGLES","MAINSTREAM","SELF EMPLOYED",1569398.71787029,1340217.22323351,198296.533022121,0.041988732483238,10,33505.4305808378,"REFINANCE"
"820",820,"YOUNG SINGLES","PRIME","TRADES & SERVICES",870442.06821898,723091.791640379,63802.2034149244,0.0349418907985091,15,18077.2947910095,"DEFAULT"
"821",821,"OLDER COUPLES","ECONOMICAL","PROFESSIONALS",854646.104952201,728183.276057239,174847.48968631,0.0380317539945245,35,18204.581901431,"DEFAULT"
"822",822,"YOUNG SINGLES","PRIME","SELF EMPLOYED",1937504.72323384,1480494.6850796,279155.187546648,0.0447730158306658,20,37012.3671269899,"None"
"823",823,"YOUNG SINGLES","MAINSTREAM","MANAGERIAL & EXECS",1052624.72648237,782826.704745344,93463.5689786002,0.0398945635557175,30,19570.6676186336,"REFINANCE"
"824",824,"YOUNG COUPLES","MAINSTREAM","PROFESSIONALS",852551.888223841,709540.770803141,103698.408569641,0.0416017004810274,35,17738.5192700785,"None"
"825",825,"OLDER FAMILIES","ECONOMICAL","TRADES & SERVICES",1215610.68161359,891814.57993528,234494.249520808,0.0378291749581695,40,22295.364498382,"DEFAULT"
"826",826,"YOUNG SINGLES","MAINSTREAM","MANAGERIAL & EXECS",1793403.35695615,1516485.33173012,87023.0277729556,0.0447549687847495,15,37912.133293253,"None"
"827",827,"OLDER SINGLES","MAINSTREAM","MANAGERIAL & EXECS",1707339.27097896,1398378.44378109,102572.648103707,0.0360318657942116,10,34959.4610945273,"DEFAULT"
"828",828,"YOUNG FAMILIES","MAINSTREAM","TRADES & SERVICES",1813381.15689251,1491096.48732593,60247.6301588714,0.0418279162049294,30,37277.4121831483,"DEFAULT"
"829",829,"YOUNG COUPLES","MAINSTREAM","MANAGERIAL & EXECS",1143512.19898633,999686.245506671,165075.602317914,0.037612994696945,15,24992.1561376668,"DEFAULT"
"830",830,"YOUNG FAMILIES","MAINSTREAM","SELF EMPLOYED",1585386.1626352,1270103.57197015,174566.402949154,0.0359345827437937,30,31752.5892992539,"DEFAULT"
"831",831,"YOUNG FAMILIES","PRIME","TRADES & SERVICES",1013958.70145689,755522.627997576,226671.632966645,0.0422232630960643,25,18888.0656999394,"None"
"832",832,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",1584522.43842122,1177707.50353907,195268.326108776,0.0434342730939388,40,29442.6875884768,"None"
"833",833,"YOUNG FAMILIES","ECONOMICAL","PROFESSIONALS",1718180.16569868,1351465.0437658,267078.995998651,0.0348100823946297,10,33786.6260941451,"DEFAULT"
"834",834,"OLDER FAMILIES","ECONOMICAL","SELF EMPLOYED",911265.683341518,653966.73668411,270173.2826958,0.0414950421229005,30,16349.1684171027,"REFINANCE"
"835",835,"YOUNG SINGLES","MAINSTREAM","TRADES & SERVICES",603824.787206516,532148.851338248,102639.312319331,0.0480372523888946,10,13303.7212834562,"None"
"836",836,"OLDER SINGLES","ECONOMICAL","MANAGERIAL & EXECS",750808.993015509,607547.687676559,107837.693544753,0.042867056928575,40,15188.692191914,"DEFAULT"
"837",837,"OLDER FAMILIES","ECONOMICAL","PROFESSIONALS",601099.609278519,482233.93750692,117598.192787431,0.0455294487439096,15,12055.848437673,"DEFAULT"
"838",838,"OLDER FAMILIES","ECONOMICAL","PROFESSIONALS",199369.020567982,168431.043305013,140640.472693928,0.0499469877518713,20,4210.77608262531,"None"
"839",839,"OLDER FAMILIES","PRIME","SELF EMPLOYED",1522275.56723014,1359301.70406457,266514.234110832,0.0412705992981792,25,33982.5426016143,"DEFAULT"
"840",840,"YOUNG SINGLES","PRIME","SELF EMPLOYED",432778.490710561,327275.213416253,154651.808317453,0.0348146698027849,20,8181.88033540633,"DEFAULT"
"841",841,"OLDER COUPLES","MAINSTREAM","TRADES & SERVICES",355871.075696562,249311.12516754,151429.961150728,0.036980414185673,15,6232.77812918849,"DEFAULT"
"842",842,"OLDER SINGLES","PRIME","TRADES & SERVICES",737736.658359539,521849.330486647,127721.762492031,0.0391712121330202,30,13046.2332621662,"DEFAULT"
"843",843,"YOUNG SINGLES","MAINSTREAM","TRADES & SERVICES",560071.916941065,496117.713494279,186783.151103839,0.0480810081213713,20,12402.942837357,"None"
"844",844,"OLDER SINGLES","PRIME","TRADES & SERVICES",751705.401053057,539900.196001031,92875.636153765,0.0390574679523706,30,13497.5049000258,"DEFAULT"
"845",845,"YOUNG SINGLES","MAINSTREAM","TRADES & SERVICES",114905.927873017,101808.327090058,234296.054743282,0.0346340882442892,35,2545.20817725145,"REFINANCE"
"846",846,"OLDER COUPLES","ECONOMICAL","PROFESSIONALS",386094.710425056,322608.822501298,150983.824902184,0.0461784953996539,20,8065.22056253245,"None"
"847",847,"YOUNG FAMILIES","ECONOMICAL","TRADES & SERVICES",1357414.81854145,1179946.62105095,138337.360502765,0.0451293765790761,10,29498.6655262737,"None"
"848",848,"OLDER SINGLES","MAINSTREAM","PROFESSIONALS",2053495.75656192,1465419.01291684,76211.4000579789,0.0466155911460519,35,36635.4753229209,"REFINANCE"
"849",849,"YOUNG FAMILIES","ECONOMICAL","SELF EMPLOYED",817614.219981536,596191.005563743,137129.640721574,0.043509990286082,35,14904.7751390936,"None"
"850",850,"OLDER SINGLES","ECONOMICAL","TRADES & SERVICES",1185253.3189898,1063395.96848231,126564.6222881,0.0465350248292089,35,26584.8992120579,"DEFAULT"
"851",851,"OLDER SINGLES","PRIME","PROFESSIONALS",662893.250992244,477295.231528704,105243.572122611,0.0486414559036493,20,11932.3807882176,"None"
"852",852,"YOUNG COUPLES","MAINSTREAM","SELF EMPLOYED",186833.944900459,138716.718168317,170422.299246274,0.0440298946425319,25,3467.91795420792,"None"
"853",853,"YOUNG SINGLES","MAINSTREAM","SELF EMPLOYED",1111424.27415257,946412.063534111,109387.867470868,0.0438448144868016,20,23660.3015883528,"None"
"854",854,"OLDER COUPLES","MAINSTREAM","MANAGERIAL & EXECS",1162442.52275543,853537.228388419,41488.2616791874,0.0499229229614139,15,21338.4307097105,"None"
"855",855,"OLDER FAMILIES","ECONOMICAL","SELF EMPLOYED",504731.319534425,391823.933520036,100327.965800539,0.0467544345073402,40,9795.5983380009,"DEFAULT"
"856",856,"YOUNG SINGLES","MAINSTREAM","PROFESSIONALS",1161685.73266932,939219.781502124,125820.909142196,0.0356661997959018,30,23480.4945375531,"DEFAULT"
"857",857,"OLDER COUPLES","ECONOMICAL","TRADES & SERVICES",1825034.63747169,1477488.36114023,92821.3862687126,0.0397377480790019,25,36937.2090285059,"DEFAULT"
"858",858,"YOUNG SINGLES","PRIME","PROFESSIONALS",1750518.14502481,1424528.8411727,131343.611821316,0.0368365493603051,10,35613.2210293175,"DEFAULT"
"859",859,"OLDER COUPLES","PRIME","TRADES & SERVICES",280684.394456002,239215.603584862,235161.141469568,0.0356057223044336,20,5980.39008962156,"DEFAULT"
"860",860,"YOUNG COUPLES","MAINSTREAM","SELF EMPLOYED",712879.097200086,597204.038896916,103255.957598567,0.0451490763500333,20,14930.1009724229,"None"
"861",861,"YOUNG COUPLES","PRIME","MANAGERIAL & EXECS",1403792.75566169,1136278.48974603,59902.1249927431,0.0431119930669665,40,28406.9622436508,"None"
"862",862,"OLDER FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",307042.418898187,240386.382690725,98741.2668127641,0.0462831326760352,10,6009.65956726813,"DEFAULT"
"863",863,"OLDER COUPLES","PRIME","SELF EMPLOYED",1308387.50879509,936639.999632102,186771.495646507,0.0468273806273937,15,23415.9999908025,"None"
"864",864,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",1801130.80624553,1494308.1511226,185834.05712115,0.0423953484222293,35,37357.7037780651,"DEFAULT"
"865",865,"OLDER FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",446906.078414953,381252.42540124,144725.802038677,0.0390021339766681,35,9531.31063503099,"DEFAULT"
"866",866,"YOUNG SINGLES","PRIME","PROFESSIONALS",2054846.19406034,1500269.16337018,246099.432367228,0.0474732336439192,30,37506.7290842545,"None"
"867",867,"YOUNG COUPLES","MAINSTREAM","PROFESSIONALS",1151693.51442633,999853.04014884,227914.636499323,0.0504092529006302,35,24996.326003721,"None"
"868",868,"OLDER SINGLES","MAINSTREAM","TRADES & SERVICES",719436.82006023,523630.789296374,138327.621275768,0.048387600582093,15,13090.7697324094,"None"
"869",869,"YOUNG FAMILIES","PRIME","SELF EMPLOYED",1226727.86602472,933508.971286705,110566.603611909,0.0436542070582509,25,23337.7242821676,"None"
"870",870,"OLDER COUPLES","ECONOMICAL","MANAGERIAL & EXECS",905727.337345981,751068.126516335,145924.384340361,0.0407615737132728,25,18776.7031629084,"DEFAULT"
"871",871,"OLDER COUPLES","MAINSTREAM","MANAGERIAL & EXECS",410478.687970361,315558.615072137,56320.4235544577,0.0488505634739995,40,7888.96537680343,"None"
"872",872,"YOUNG COUPLES","PRIME","PROFESSIONALS",846344.274125709,674327.477895234,170147.815030269,0.0390763492099941,40,16858.1869473808,"None"
"873",873,"YOUNG SINGLES","MAINSTREAM","MANAGERIAL & EXECS",1799893.56262767,1449065.93989083,61883.7522046641,0.0405083260945976,35,36226.6484972708,"DEFAULT"
"874",874,"OLDER FAMILIES","ECONOMICAL","PROFESSIONALS",1771761.45213864,1506303.68529726,176481.17457936,0.034526240285486,15,37657.5921324314,"DEFAULT"
"875",875,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",753483.006554009,568582.992135827,278293.962941103,0.0379007183797658,35,14214.5748033957,"REFINANCE"
"876",876,"YOUNG SINGLES","PRIME","PROFESSIONALS",617489.922901703,481757.349626703,117422.380357757,0.0500015975050628,15,12043.9337406676,"None"
"877",877,"YOUNG SINGLES","PRIME","PROFESSIONALS",1228460.95315307,1027036.3140955,211463.799904063,0.0397046725861728,15,25675.9078523876,"REFINANCE"
"878",878,"YOUNG FAMILIES","PRIME","MANAGERIAL & EXECS",2030224.51017059,1525167.7860484,212364.613830581,0.034621971745044,20,38129.19465121,"DEFAULT"
"879",879,"OLDER SINGLES","ECONOMICAL","MANAGERIAL & EXECS",985412.442815374,773609.46838665,62940.1085572764,0.0502841246239841,15,19340.2367096662,"DEFAULT"
"880",880,"YOUNG COUPLES","ECONOMICAL","MANAGERIAL & EXECS",1837032.93319415,1352499.72229309,230745.462080672,0.0467422802187502,15,33812.4930573272,"None"
"881",881,"YOUNG SINGLES","MAINSTREAM","PROFESSIONALS",1557537.70783964,1383275.70384562,180391.976093784,0.0474263678900898,35,34581.8925961404,"None"
"882",882,"OLDER COUPLES","MAINSTREAM","MANAGERIAL & EXECS",1251778.75527147,991401.182936789,266490.378981389,0.0364043609499931,10,24785.0295734197,"DEFAULT"
"883",883,"YOUNG SINGLES","PRIME","MANAGERIAL & EXECS",1532255.87613274,1315904.53360893,57662.4846777841,0.0408827956989408,25,32897.6133402232,"DEFAULT"
"884",884,"YOUNG FAMILIES","PRIME","MANAGERIAL & EXECS",1715430.7260221,1252714.99401107,68892.644836694,0.0442320990711451,10,31317.8748502767,"None"
"885",885,"YOUNG SINGLES","MAINSTREAM","SELF EMPLOYED",527915.858126655,440975.40090548,114676.95789931,0.0422791026979685,40,11024.385022637,"None"
"886",886,"OLDER FAMILIES","ECONOMICAL","PROFESSIONALS",1834698.43976011,1568123.36899238,167781.589118004,0.0437967004999518,35,39203.0842248095,"DEFAULT"
"887",887,"OLDER FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",1858235.0439971,1382676.03704705,145111.824031308,0.0360481095053256,25,34566.9009261762,"DEFAULT"
"888",888,"OLDER FAMILIES","ECONOMICAL","SELF EMPLOYED",932482.500586998,745298.816815423,125099.951022066,0.0375029946304858,40,18632.4704203856,"DEFAULT"
"889",889,"OLDER FAMILIES","MAINSTREAM","TRADES & SERVICES",1365625.27373603,1201149.61763253,74358.4909520149,0.0503201863020658,35,30028.7404408132,"None"
"890",890,"YOUNG SINGLES","ECONOMICAL","PROFESSIONALS",1089964.69125861,878349.708670578,180642.573509425,0.0393670748732984,35,21958.7427167644,"REFINANCE"
"891",891,"YOUNG SINGLES","ECONOMICAL","PROFESSIONALS",1228135.53642663,1019284.18153194,147229.351833597,0.0422057786509395,35,25482.1045382985,"REFINANCE"
"892",892,"YOUNG FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",245285.725535533,219329.101463765,242010.41735401,0.043862048253417,40,5483.22753659413,"None"
"893",893,"OLDER COUPLES","PRIME","TRADES & SERVICES",1134289.61932208,985245.754951906,205707.058506049,0.0483000824078918,35,24631.1438737977,"None"
"894",894,"YOUNG COUPLES","PRIME","MANAGERIAL & EXECS",361963.834883281,258840.403085484,138175.304647438,0.0498912104144692,15,6471.01007713711,"None"
"895",895,"OLDER COUPLES","PRIME","MANAGERIAL & EXECS",1420531.73807656,1257192.47230572,214747.980301991,0.042636524528265,30,31429.8118076429,"None"
"896",896,"OLDER FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",139805.706387394,101885.901648785,278942.093304642,0.043000643465668,10,2547.14754121963,"REFINANCE"
"897",897,"YOUNG COUPLES","MAINSTREAM","PROFESSIONALS",947541.154549684,825866.109819674,80310.5522234812,0.049843128349632,10,20646.6527454919,"None"
"898",898,"OLDER COUPLES","PRIME","SELF EMPLOYED",255750.161740344,220387.040205207,168628.875390515,0.0405352884344757,40,5509.67600513018,"DEFAULT"
"899",899,"YOUNG SINGLES","PRIME","SELF EMPLOYED",2015196.53675913,1485852.47381759,195978.39887207,0.0406963590085506,40,37146.3118454398,"REFINANCE"
"900",900,"OLDER COUPLES","PRIME","TRADES & SERVICES",441303.708649929,374812.517880249,91902.0640684813,0.0375285274200141,35,9370.31294700623,"DEFAULT"
"901",901,"OLDER COUPLES","ECONOMICAL","SELF EMPLOYED",1298818.07189946,1097429.30815004,127865.652421214,0.0387850666381419,10,27435.7327037509,"DEFAULT"
"902",902,"YOUNG COUPLES","ECONOMICAL","MANAGERIAL & EXECS",263543.611089849,232724.862001461,88298.9590646029,0.0389669349007309,30,5818.12155003651,"DEFAULT"
"903",903,"YOUNG SINGLES","MAINSTREAM","PROFESSIONALS",1194506.15696546,901293.713579529,166642.485531256,0.0493459005840123,20,22532.3428394882,"None"
"904",904,"YOUNG SINGLES","MAINSTREAM","SELF EMPLOYED",652985.83573553,584476.959124048,165918.615529716,0.0362105706632137,40,14611.9239781012,"DEFAULT"
"905",905,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",358229.624019542,276769.28000514,178591.918883808,0.0353589907586575,15,6919.2320001285,"DEFAULT"
"906",906,"YOUNG COUPLES","PRIME","MANAGERIAL & EXECS",614005.105242179,527620.650799015,169843.790168084,0.0347833667397499,15,13190.5162699754,"DEFAULT"
"907",907,"OLDER SINGLES","MAINSTREAM","TRADES & SERVICES",1945327.76960661,1572934.85767159,147651.320544481,0.0444384418874979,40,39323.3714417897,"REFINANCE"
"908",908,"OLDER COUPLES","MAINSTREAM","TRADES & SERVICES",1693146.21338104,1339524.90960453,124030.949146748,0.0502065425366163,35,33488.1227401134,"None"
"909",909,"OLDER COUPLES","ECONOMICAL","SELF EMPLOYED",670119.402208974,486168.97899908,227884.940682389,0.0386205061636865,25,12154.224474977,"DEFAULT"
"910",910,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",1532791.5384677,1341869.63465897,139690.670612015,0.0420025463476777,20,33546.7408664744,"DEFAULT"
"911",911,"OLDER FAMILIES","PRIME","PROFESSIONALS",1295007.23918263,1062797.61889664,158250.885863863,0.0446458433680236,25,26569.940472416,"DEFAULT"
"912",912,"OLDER FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",716606.155548487,627640.879533671,161354.008580275,0.0352772458791733,30,15691.0219883418,"DEFAULT"
"913",913,"YOUNG FAMILIES","ECONOMICAL","SELF EMPLOYED",2099684.86869733,1562824.07673414,113297.394440204,0.0406405120827258,30,39070.6019183536,"DEFAULT"
"914",914,"YOUNG SINGLES","PRIME","PROFESSIONALS",1333246.71110415,934181.395735151,144748.57963068,0.0346792718097568,35,23354.5348933788,"DEFAULT"
"915",915,"YOUNG FAMILIES","ECONOMICAL","TRADES & SERVICES",2059131.37534596,1726741.53045477,153202.911348276,0.0466985978484154,30,43168.5382613692,"None"
"916",916,"YOUNG SINGLES","PRIME","TRADES & SERVICES",1621769.8668794,1390289.68314298,138557.55992309,0.0393102336898446,35,34757.2420785745,"DEFAULT"
"917",917,"YOUNG FAMILIES","MAINSTREAM","PROFESSIONALS",524704.291167905,441682.07917531,145005.721252762,0.0454888280592859,30,11042.0519793827,"None"
"918",918,"YOUNG COUPLES","PRIME","PROFESSIONALS",520349.437945155,450385.155282444,105133.756361522,0.0387555748559535,15,11259.6288820611,"DEFAULT"
"919",919,"OLDER SINGLES","MAINSTREAM","PROFESSIONALS",1821067.38241596,1558310.7407196,184031.488524474,0.04264606840536,10,38957.7685179899,"DEFAULT"
"920",920,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",807900.827709045,614651.64608291,196328.338916644,0.0396129857674241,10,15366.2911520727,"None"
"921",921,"YOUNG COUPLES","ECONOMICAL","MANAGERIAL & EXECS",260322.647875014,199458.356076496,142138.754459076,0.0438403038270772,15,4986.45890191241,"None"
"922",922,"OLDER FAMILIES","PRIME","MANAGERIAL & EXECS",749143.649816672,589951.831869854,112717.991538256,0.0418947266861796,20,14748.7957967463,"DEFAULT"
"923",923,"OLDER COUPLES","PRIME","MANAGERIAL & EXECS",468242.169889066,386016.859884663,132291.734730013,0.0501150090098381,40,9650.42149711657,"None"
"924",924,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",521416.395367782,439176.403454675,57417.9793061465,0.0444551494121552,15,10979.4100863669,"None"
"925",925,"OLDER SINGLES","MAINSTREAM","SELF EMPLOYED",1253883.3287095,940343.092933738,137012.561706848,0.0399679734222591,35,23508.5773233435,"DEFAULT"
"926",926,"YOUNG SINGLES","PRIME","MANAGERIAL & EXECS",1092685.97861589,956001.114884414,113571.639699951,0.0500291230268776,20,23900.0278721104,"None"
"927",927,"OLDER FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",1074926.90787179,941787.666011856,271654.66866719,0.0386538762114942,40,23544.6916502964,"DEFAULT"
"928",928,"YOUNG SINGLES","ECONOMICAL","SELF EMPLOYED",1763225.96174822,1478751.00244209,146049.050858624,0.0372742954082787,10,36968.7750610522,"DEFAULT"
"929",929,"YOUNG SINGLES","ECONOMICAL","MANAGERIAL & EXECS",205915.740577927,182395.772252564,121167.568707779,0.0420179589129984,25,4559.89430631411,"REFINANCE"
"930",930,"OLDER FAMILIES","PRIME","PROFESSIONALS",1424386.02551926,1042216.36142727,136020.826264843,0.0388960346505046,10,26055.4090356818,"DEFAULT"
"931",931,"YOUNG FAMILIES","MAINSTREAM","PROFESSIONALS",1255222.28526106,995688.81390888,111926.259244241,0.046335469648242,15,24892.220347722,"None"
"932",932,"YOUNG SINGLES","ECONOMICAL","SELF EMPLOYED",1637283.4842482,1215435.53362354,78627.5836914927,0.0367635210156441,40,30385.8883405886,"DEFAULT"
"933",933,"YOUNG COUPLES","ECONOMICAL","MANAGERIAL & EXECS",517445.957419061,438821.10419977,251536.074709952,0.0448766307942569,25,10970.5276049943,"None"
"934",934,"YOUNG FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",1575115.02895609,1313845.43322339,163430.60006997,0.0428715942651033,30,32846.1358305847,"None"
"935",935,"YOUNG COUPLES","ECONOMICAL","TRADES & SERVICES",895385.213887074,639528.209820103,132243.392616712,0.0387793694846332,30,15988.2052455026,"None"
"936",936,"OLDER FAMILIES","PRIME","SELF EMPLOYED",1386298.26076752,1079123.33426604,266017.629384607,0.0356192104704678,35,26978.0833566509,"DEFAULT"
"937",937,"YOUNG FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",1390956.29164834,1111106.5591823,146764.674634993,0.0420127976164222,30,27777.6639795575,"REFINANCE"
"938",938,"YOUNG COUPLES","MAINSTREAM","MANAGERIAL & EXECS",996485.757361251,851930.788781035,183988.377642907,0.0402023812159896,35,21298.2697195259,"None"
"939",939,"YOUNG FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",546736.454926016,440978.122674182,63395.817411378,0.042878881521523,35,11024.4530668545,"DEFAULT"
"940",940,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",1930792.18178873,1695015.50045883,100610.378024369,0.0391854124926031,40,42375.3875114708,"DEFAULT"
"941",941,"YOUNG SINGLES","ECONOMICAL","MANAGERIAL & EXECS",1847793.10484351,1386693.54561296,156519.067087419,0.0427570568732917,30,34667.338640324,"REFINANCE"
"942",942,"OLDER COUPLES","ECONOMICAL","PROFESSIONALS",639167.007586018,485851.520042424,272954.443861023,0.0433180962204933,20,12146.2880010606,"REFINANCE"
"943",943,"YOUNG COUPLES","PRIME","TRADES & SERVICES",1018550.36163433,880220.137528362,85441.3162569553,0.04399100497365,25,22005.5034382091,"None"
"944",944,"OLDER SINGLES","ECONOMICAL","PROFESSIONALS",2017842.16934399,1511254.78440111,57233.2213774845,0.049640305660665,40,37781.3696100277,"REFINANCE"
"945",945,"OLDER COUPLES","PRIME","TRADES & SERVICES",355553.820222074,303148.017138579,65402.3422119841,0.0345437939576805,40,7578.70042846447,"DEFAULT"
"946",946,"OLDER SINGLES","PRIME","TRADES & SERVICES",1729534.57693751,1245184.97461648,130190.452210829,0.047784697830677,20,31129.6243654119,"None"
"947",947,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",498049.865732749,406345.9243666,251999.09882056,0.0364651917815208,15,10158.648109165,"DEFAULT"
"948",948,"YOUNG SINGLES","PRIME","MANAGERIAL & EXECS",672569.255632775,537289.992190383,219937.255048543,0.0372597800269723,15,13432.2498047596,"REFINANCE"
"949",949,"YOUNG SINGLES","ECONOMICAL","TRADES & SERVICES",1362624.60941368,1032921.55323949,137953.738573827,0.0373590869903564,10,25823.0388309872,"DEFAULT"
"950",950,"YOUNG SINGLES","ECONOMICAL","PROFESSIONALS",1536544.98633149,1248566.20675164,247241.97311464,0.0436377055831254,35,31214.155168791,"REFINANCE"
"951",951,"OLDER COUPLES","ECONOMICAL","PROFESSIONALS",832379.40969547,667739.699667779,45032.1011743098,0.0483770620562136,15,16693.4924916945,"DEFAULT"
"952",952,"OLDER COUPLES","ECONOMICAL","TRADES & SERVICES",536027.619496925,434724.34392794,51358.8798747659,0.0485269486941397,25,10868.1085981985,"None"
"953",953,"OLDER SINGLES","MAINSTREAM","TRADES & SERVICES",2079287.89017961,1599474.34220272,262177.466981836,0.0438677512966096,40,39986.8585550679,"REFINANCE"
"954",954,"OLDER SINGLES","ECONOMICAL","TRADES & SERVICES",898577.539585503,675425.140973646,190907.905940972,0.0374272731244564,10,16885.6285243411,"DEFAULT"
"955",955,"OLDER FAMILIES","MAINSTREAM","TRADES & SERVICES",1891942.30587711,1390034.54837437,144273.102145456,0.0465074569545686,35,34750.8637093591,"None"
"956",956,"YOUNG FAMILIES","PRIME","TRADES & SERVICES",1647904.43841125,1423949.66812734,172579.103737891,0.0502478808350861,40,35598.7417031834,"None"
"957",957,"YOUNG COUPLES","MAINSTREAM","SELF EMPLOYED",1801606.70555161,1314455.79253923,193347.427468084,0.0494005721509457,25,32861.3948134809,"None"
"958",958,"OLDER SINGLES","MAINSTREAM","MANAGERIAL & EXECS",1721645.85523165,1417621.2317953,99487.5904356912,0.0485847839899361,30,35440.5307948826,"None"
"959",959,"OLDER COUPLES","MAINSTREAM","TRADES & SERVICES",544875.51149735,455838.532976534,175551.822919145,0.036885406177491,35,11395.9633244134,"DEFAULT"
"960",960,"OLDER SINGLES","MAINSTREAM","PROFESSIONALS",1990304.51193114,1737142.62839296,53119.4693644643,0.0448570082187653,25,43428.565709824,"DEFAULT"
"961",961,"OLDER SINGLES","ECONOMICAL","PROFESSIONALS",855905.218888636,718252.531102281,119535.560977094,0.0374113525189459,40,17956.313277557,"DEFAULT"
"962",962,"YOUNG COUPLES","PRIME","PROFESSIONALS",1278220.28095161,989200.508897647,223267.233217441,0.0434047249704599,40,24730.0127224412,"None"
"963",963,"YOUNG FAMILIES","PRIME","TRADES & SERVICES",1859786.45912933,1564541.37865664,73544.0290471613,0.045743565954268,25,39113.534466416,"None"
"964",964,"YOUNG SINGLES","ECONOMICAL","SELF EMPLOYED",903576.975975718,640935.126865832,259378.434871301,0.0485867483578622,20,16023.3781716458,"None"
"965",965,"YOUNG COUPLES","ECONOMICAL","MANAGERIAL & EXECS",1932729.87298505,1566055.15345322,249985.210558854,0.047869166303426,35,39151.3788363304,"None"
"966",966,"OLDER SINGLES","MAINSTREAM","MANAGERIAL & EXECS",388863.70141474,330382.00691492,210500.79199785,0.0353824472427368,10,8259.550172873,"DEFAULT"
"967",967,"OLDER COUPLES","PRIME","MANAGERIAL & EXECS",852975.037847642,655797.990715363,76683.1661805138,0.0364246343672276,35,16394.9497678841,"DEFAULT"
"968",968,"YOUNG COUPLES","MAINSTREAM","SELF EMPLOYED",1968451.56294168,1477711.32440205,95581.143253915,0.0480767775960267,30,36942.7831100512,"None"
"969",969,"OLDER FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",884964.599264485,744160.226331806,190564.506695561,0.0482180174551904,25,18604.0056582952,"None"
"970",970,"YOUNG COUPLES","PRIME","PROFESSIONALS",612064.043701109,471408.493912257,225539.030911587,0.0460396330878139,35,11785.2123478064,"None"
